GeneName	GeneID	WT_R	WT_L	MDX_R	MDX_L
Gng8	ENSMUSG00000063594	1.445	1.83	2.96	1.888
Ccdc102a	ENSMUSG00000063605	4.59	9.055	8.039	7.406
C230062I16Rik	ENSMUSG00000063623	2.86	3.47	4.126	4.952
Gm7665	ENSMUSG00000063628	0.895	0.425	2.338	1.429
Sox11	ENSMUSG00000063632	0.705	0.855	3.63	4.552
Slc22a21	ENSMUSG00000063652	3.27	2.97	2.418	2.234
Zbtb18	ENSMUSG00000063659	3.01	3.385	7.999	10.609
Brwd3	ENSMUSG00000063663	1.38	0.68	0.952	1.146
Gm13910	ENSMUSG00000063684	4.47	6.035	5.388	5.578
Pcdhb5	ENSMUSG00000063687	0.565	0.725	0.899	0.826
Cycs	ENSMUSG00000063694	60.96	74.75	110.439	92.161
Gm8730	ENSMUSG00000063696	2.42	3.775	4.659	6.29
Sfxn4	ENSMUSG00000063698	5.175	5.25	4.755	6.054
Sp3os	ENSMUSG00000063714	10.0	11.995	10.776	10.926
Olfr816	ENSMUSG00000063715	2.0	0.0	0.416	0.017
Tnfrsf11b	ENSMUSG00000063727	8.99	9.33	4.136	3.227
Gm10136	ENSMUSG00000063754	0.415	0.9	0.872	0.796
Rnf217	ENSMUSG00000063760	3.335	3.135	3.973	5.748
Chadl	ENSMUSG00000063765	4.37	4.38	2.448	1.728
Olfr1469	ENSMUSG00000063777	0.66	0.285	0.037	0.0
Utp14a	ENSMUSG00000063785	20.31	23.565	21.625	19.184
Chchd1	ENSMUSG00000063787	116.46	117.49	169.817	170.722
Prpf38a	ENSMUSG00000063800	71.975	52.13	50.13	56.657
Ap3s2	ENSMUSG00000063801	14.56	15.445	21.885	24.296
Hspbp1	ENSMUSG00000063802	19.66	29.58	38.545	45.438
Gpatch1	ENSMUSG00000063808	5.365	4.215	4.189	3.8
Alms1	ENSMUSG00000063810	1.32	1.09	0.823	0.926
Dupd1	ENSMUSG00000063821	0.0	5.135	0.649	1.349
1700027J19Rik	ENSMUSG00000063838	14.775	16.64	19.963	18.265
Ppcdc	ENSMUSG00000063849	7.365	5.985	8.908	9.274
Gpx1	ENSMUSG00000063856	191.06	391.125	457.082	537.665
Chd4	ENSMUSG00000063870	14.1	11.85	9.947	13.5
Slc24a3	ENSMUSG00000063873	2.355	1.5	2.544	2.171
Uqcrh	ENSMUSG00000063882	380.365	365.765	557.342	628.274
Ptcd3	ENSMUSG00000063884	27.5	28.665	55.768	74.029
Nlgn1	ENSMUSG00000063887	2.0	0.42	0.107	0.2
Rpl7l1	ENSMUSG00000063888	44.265	41.88	39.574	46.707
Crem	ENSMUSG00000063889	173.475	140.12	143.543	133.683
Zkscan8	ENSMUSG00000063894	1.55	1.305	1.235	1.345
Nupl1	ENSMUSG00000063895	13.685	14.76	19.121	22.031
DHRSX	ENSMUSG00000063897	2.785	3.38	2.927	4.006
Gm7964	ENSMUSG00000063902	43.445	43.75	55.161	67.559
Dpp3	ENSMUSG00000063904	8.07	16.22	26.707	35.188
Gm10139	ENSMUSG00000063905	4.67	0.0	0.0	0.0
Pepd	ENSMUSG00000063931	32.115	37.23	66.58	83.566
Brpf3	ENSMUSG00000063952	1.58	1.945	1.702	1.678
Amd2	ENSMUSG00000063953	1.305	1.68	1.309	1.578
Hist2h2aa2	ENSMUSG00000063954	21.84	37.15	13.506	18.611
Nr6a1	ENSMUSG00000063972	0.545	0.84	0.813	0.716
Slco1a5	ENSMUSG00000063975	0.87	2.005	1.132	0.726
Dppa1	ENSMUSG00000064010	0.0	0.48	0.603	0.34
Klk8	ENSMUSG00000064023	23.835	32.42	8.618	6.83
Pym1	ENSMUSG00000064030	2.105	3.355	3.217	4.109
Gpn1	ENSMUSG00000064037	24.58	26.81	43.387	48.408
Trerf1	ENSMUSG00000064043	0.555	0.6	0.936	1.062
Scgb3a1	ENSMUSG00000064057	0.42	6.33	4.106	3.879
Dzip3	ENSMUSG00000064061	5.6	5.77	8.022	6.344
Mtx1	ENSMUSG00000064068	47.255	56.495	84.209	105.268
Fbln2	ENSMUSG00000064080	57.095	81.96	132.954	126.82
Vrk2	ENSMUSG00000064090	10.2	11.55	14.236	11.851
Cnnm2	ENSMUSG00000064105	3.705	3.785	3.793	3.686
Hcst	ENSMUSG00000064109	0.29	2.65	2.271	2.904
Cadm2	ENSMUSG00000064115	5.185	4.37	1.805	0.696
Mocs1	ENSMUSG00000064120	2.565	3.66	3.137	4.259
Med14	ENSMUSG00000064127	18.735	13.975	11.602	13.563
Cenpj	ENSMUSG00000064128	1.08	2.125	3.02	3.423
Fam172a	ENSMUSG00000064138	18.375	17.215	19.191	16.637
Trim38	ENSMUSG00000064140	0.19	1.29	0.626	0.453
Zfp69	ENSMUSG00000064141	0.945	0.845	1.229	1.102
Arih2	ENSMUSG00000064145	55.38	51.04	35.128	43.01
Ghrl	ENSMUSG00000064177	0.325	0.09	0.057	0.589
Tnnt1	ENSMUSG00000064179	14.105	107.23	35.105	53.703
Rab3ip	ENSMUSG00000064181	5.485	7.345	5.138	6.33
Gm4735	ENSMUSG00000064193	8.355	10.5	37.562	53.473
4430402I18Rik	ENSMUSG00000064202	2.655	2.23	1.002	0.766
Gm10145	ENSMUSG00000064208	4.51	11.7	27.073	29.56
Ano6	ENSMUSG00000064210	32.845	26.64	28.904	32.667
Ifi27	ENSMUSG00000064215	115.965	130.545	168.368	154.479
Hist2h2aa1	ENSMUSG00000064220	19.175	27.655	19.853	12.601
Chil1	ENSMUSG00000064246	5.005	5.575	10.37	11.235
Ethe1	ENSMUSG00000064254	9.935	14.28	21.252	22.031
Gimap8	ENSMUSG00000064262	5.17	3.315	3.37	2.228
Zfp428	ENSMUSG00000064264	3.015	3.69	3.753	4.589
Hvcn1	ENSMUSG00000064267	2.075	2.32	3.776	4.625
Rpl19-ps1	ENSMUSG00000064281	1.485	1.33	1.778	2.108
Cdpf1	ENSMUSG00000064284	5.445	12.045	15.195	16.513
Tank	ENSMUSG00000064289	56.265	38.575	64.379	64.222
Clasp1	ENSMUSG00000064302	9.17	10.605	9.294	10.536
Lrrc51	ENSMUSG00000064307	3.705	6.565	3.746	2.361
Gm10146	ENSMUSG00000064317	8.185	27.1	38.961	51.605
Hhip	ENSMUSG00000064325	1.525	0.835	0.446	0.196
Siva1	ENSMUSG00000064326	31.02	48.45	75.161	86.117
mt-Rnr1	ENSMUSG00000064337	1678.235	888.0	481.931	271.954
mt-Rnr2	ENSMUSG00000064339	10104.41	6283.97	4117.079	2087.727
mt-Nd1	ENSMUSG00000064341	6214.955	5098.51	2906.584	1746.945
mt-Nd2	ENSMUSG00000064345	2400.175	1528.635	821.514	403.852
mt-Co1	ENSMUSG00000064351	23884.5	23173.23	14240.675	7875.014
mt-Co2	ENSMUSG00000064354	26481.665	26369.705	16820.25	9009.448
mt-Atp8	ENSMUSG00000064356	15360.175	16844.82	9028.339	4608.084
mt-Atp6	ENSMUSG00000064357	9613.07	10763.125	6817.955	4230.792
mt-Co3	ENSMUSG00000064358	31380.575	22388.135	14256.606	6290.337
mt-Nd3	ENSMUSG00000064360	1103.28	551.495	405.747	210.376
mt-Nd4	ENSMUSG00000064363	5467.505	4456.345	2041.363	1236.266
mt-Nd5	ENSMUSG00000064367	3188.6	2809.29	1213.199	760.818
mt-Nd6	ENSMUSG00000064368	1426.13	909.145	398.121	270.279
mt-Cytb	ENSMUSG00000064370	22616.24	21089.74	10334.252	6435.598
Selenop	ENSMUSG00000064373	617.18	476.73	680.286	600.412
Gm26448	ENSMUSG00000064380	0.515	0.0	0.0	0.0
Gm26447	ENSMUSG00000064382	0.0	0.0	2.408	10.077
Gm22247	ENSMUSG00000064410	0.0	0.0	4.918	0.0
Gm22249	ENSMUSG00000064419	1.225	2.975	0.0	0.786
Gm22748	ENSMUSG00000064427	8.105	12.21	2.368	8.059
Snora23	ENSMUSG00000064451	0.0	0.0	0.723	2.378
Gm23406	ENSMUSG00000064471	4.585	0.0	3.996	0.0
Snora28	ENSMUSG00000064493	86.655	42.615	21.688	48.565
Gm22063	ENSMUSG00000064494	0.0	0.0	0.0	6.407
Snora9	ENSMUSG00000064513	0.0	0.0	0.856	0.0
n-R5s173	ENSMUSG00000064554	0.0	0.0	0.0	3.43
Snora7a	ENSMUSG00000064563	4.12	2.965	0.0	1.702
Gm24145	ENSMUSG00000064565	0.0	0.0	0.0	1.748
Gm25134	ENSMUSG00000064580	0.0	0.0	1.209	0.0
Gm22299	ENSMUSG00000064597	0.0	0.0	0.0	2.687
Gm25636	ENSMUSG00000064600	5.265	0.0	0.0	0.0
Snora41	ENSMUSG00000064602	12.025	5.29	0.0	9.271
Gm25899	ENSMUSG00000064606	0.0	0.0	0.0	4.565
Gm25635	ENSMUSG00000064609	0.0	0.0	0.0	3.203
Gm22303	ENSMUSG00000064620	0.0	0.0	7.902	0.0
Gm22304	ENSMUSG00000064622	0.0	0.0	0.0	0.0
Gm22620	ENSMUSG00000064634	0.725	8.465	7.393	5.604
Snora20	ENSMUSG00000064637	0.0	20.54	0.0	4.016
Gm24166	ENSMUSG00000064658	7.705	0.0	0.0	0.0
Snora52	ENSMUSG00000064666	1.565	0.0	0.0	0.0
Gm22806	ENSMUSG00000064672	0.0	7.61	0.0	0.0
Gm25813	ENSMUSG00000064682	0.0	0.925	0.0	0.0
Gm24950	ENSMUSG00000064702	2.08	3.975	3.387	1.945
Gm26330	ENSMUSG00000064751	0.0	0.0	0.0	6.783
Gm24355	ENSMUSG00000064792	0.0	0.0	7.902	0.0
Gm22358	ENSMUSG00000064811	4.035	0.0	0.0	0.0
Gm25926	ENSMUSG00000064833	1.2	0.0	0.0	0.0
Snora75	ENSMUSG00000064837	0.0	0.0	11.891	2.471
Gm26205	ENSMUSG00000064841	2.88	2.765	2.771	3.124
Gm24525	ENSMUSG00000064851	0.0	0.0	0.0	0.0
Gm23444	ENSMUSG00000064856	0.0	0.0	0.869	0.38
Gm24201	ENSMUSG00000064880	16.655	5.885	9.324	6.52
Snord118	ENSMUSG00000064899	40.555	47.46	80.003	42.238
Snora62	ENSMUSG00000064925	0.0	0.0	1.602	0.0
Gm22043	ENSMUSG00000064927	2.525	2.43	6.097	0.0
Gm23723	ENSMUSG00000064930	0.0	0.0	2.714	0.0
Gm23722	ENSMUSG00000064936	0.0	0.0	0.0	0.0
Gm23238	ENSMUSG00000064941	0.0	0.19	0.1	0.5
Rny3	ENSMUSG00000064945	274.685	0.0	0.0	35.748
Snora61	ENSMUSG00000064949	1.69	0.0	0.0	0.0
Snord15b	ENSMUSG00000064966	0.0	0.0	0.0	2.937
Snora70	ENSMUSG00000064981	5.345	11.175	4.339	0.656
Gm22422	ENSMUSG00000064994	0.0	0.0	4.805	0.0
Snora3	ENSMUSG00000065016	0.0	5.195	0.0	4.166
Gm22362	ENSMUSG00000065036	0.0	0.0	0.0	0.0
Rn7sk	ENSMUSG00000065037	37.78	31.285	44.489	22.108
Gm24044	ENSMUSG00000065041	0.0	2.56	0.0	0.0
Gm24535	ENSMUSG00000065074	0.0	0.0	0.0	9.947
Snora16a	ENSMUSG00000065097	5.405	0.0	0.0	0.0
Gm26130	ENSMUSG00000065105	4.28	0.0	0.0	4.589
Snora65	ENSMUSG00000065124	0.0	0.0	0.0	7.489
Vaultrc5	ENSMUSG00000065145	26.04	35.135	49.497	41.126
Snora31	ENSMUSG00000065147	2.935	0.0	0.0	5.534
Rnu12	ENSMUSG00000065176	0.0	0.0	2.917	0.0
Gm24616	ENSMUSG00000065208	13.215	39.97	87.013	74.279
Gm25791	ENSMUSG00000065226	3.86	3.14	7.269	6.507
Gm22973	ENSMUSG00000065232	0.0	0.0	4.892	0.0
Gm23971	ENSMUSG00000065251	2.08	3.975	3.387	1.945
Snora30	ENSMUSG00000065259	48.0	0.0	11.658	15.901
Gm23455	ENSMUSG00000065265	20.51	0.0	0.0	0.0
Gm24455	ENSMUSG00000065282	0.0	0.0	0.0	1.642
Gm24451	ENSMUSG00000065287	24.77	5.105	14.725	17.276
Gm23245	ENSMUSG00000065304	0.0	12.645	0.0	4.642
Snora34	ENSMUSG00000065336	4.755	0.0	4.336	4.206
Snora73b	ENSMUSG00000065353	0.19	0.58	0.869	0.0
Gm22738	ENSMUSG00000065374	0.0	0.0	1.692	0.0
Gm23100	ENSMUSG00000065389	2.02	0.0	11.752	1.568
Mir7-1	ENSMUSG00000065434	16.415	0.0	0.0	0.0
n-R5s89	ENSMUSG00000065466	0.0	0.0	0.0	0.0
Mir24-2	ENSMUSG00000065541	9.955	0.0	0.0	0.0
Gm25896	ENSMUSG00000065647	0.0	0.0	4.732	0.0
Gm22579	ENSMUSG00000065663	12.735	0.0	0.0	4.502
Rny1	ENSMUSG00000065701	125.66	63.74	176.627	149.65
Gm26163	ENSMUSG00000065726	0.935	0.0	0.0	0.0
Gm26175	ENSMUSG00000065728	0.0	0.0	2.811	0.0
Gm23850	ENSMUSG00000065764	1.125	0.0	0.0	0.0
Gm23849	ENSMUSG00000065767	2.08	3.975	3.387	1.945
Gm23039	ENSMUSG00000065804	0.0	0.0	6.71	0.0
Gm26316	ENSMUSG00000065820	0.0	1.2	0.147	1.732
Gm23502	ENSMUSG00000065836	0.0	0.0	0.0	2.021
Gm25188	ENSMUSG00000065847	0.0	0.0	0.0	3.014
Gm22353	ENSMUSG00000065852	0.0	0.0	2.368	0.0
Gm24029	ENSMUSG00000065862	0.0	0.0	1.735	0.0
n-R5s185	ENSMUSG00000065887	3.0	0.0	1.465	4.456
Gm24523	ENSMUSG00000065899	1.985	0.0	0.0	4.938
Gm25630	ENSMUSG00000065934	1.315	3.52	3.167	1.472
Rnu2-10	ENSMUSG00000065944	2.08	3.975	3.387	1.945
mt-Nd4l	ENSMUSG00000065947	93.99	51.245	26.747	0.0
Tacc1	ENSMUSG00000065954	19.365	26.01	18.705	18.511
Cpped1	ENSMUSG00000065979	14.07	13.62	16.87	20.453
Cd209b	ENSMUSG00000065987	1.19	3.115	0.493	0.559
Aurkaip1	ENSMUSG00000065990	31.635	49.75	61.249	71.092
Zfp985	ENSMUSG00000065999	1.19	0.88	2.165	1.265
Zfp979	ENSMUSG00000066000	34.595	19.975	37.306	16.307
Dhrs3	ENSMUSG00000066026	30.055	45.7	28.941	32.954
Ubr4	ENSMUSG00000066036	8.36	8.66	8.921	13.51
Hnrnpr	ENSMUSG00000066037	73.59	72.25	70.942	80.766
Med18	ENSMUSG00000066042	1.16	2.255	4.322	6.214
Phactr4	ENSMUSG00000066043	5.13	2.64	3.55	4.449
Gm1976	ENSMUSG00000066057	1.03	2.26	1.925	2.587
Cldn19	ENSMUSG00000066058	25.525	11.905	6.69	2.501
Gm13611	ENSMUSG00000066068	1.1	0.58	1.652	2.171
Adamtsl1	ENSMUSG00000066113	13.19	27.015	8.738	12.471
Prpf4	ENSMUSG00000066148	4.72	4.855	5.531	6.224
Cdc26	ENSMUSG00000066149	28.575	41.605	62.527	61.965
Slc31a1	ENSMUSG00000066150	49.565	46.74	47.602	45.265
Fkbp15	ENSMUSG00000066151	10.57	8.745	9.467	12.121
Slc31a2	ENSMUSG00000066152	19.74	19.58	15.341	16.384
2510046G10Rik	ENSMUSG00000066175	1.1	2.555	3.064	1.792
Anks6	ENSMUSG00000066191	1.42	1.5	1.888	1.262
Ipo7	ENSMUSG00000066232	28.995	24.44	35.751	39.697
Tmem42	ENSMUSG00000066233	11.055	12.71	11.179	9.108
Pomgnt2	ENSMUSG00000066235	2.87	2.62	4.739	3.377
Gm10156	ENSMUSG00000066245	1.155	3.35	4.009	6.454
Trim12a	ENSMUSG00000066258	8.875	6.745	7.659	5.914
Gm10157	ENSMUSG00000066270	66.78	73.965	57.596	39.018
Vps37b	ENSMUSG00000066278	38.34	34.955	19.624	26.127
Numa1	ENSMUSG00000066306	35.505	35.06	24.998	25.221
Gm12918	ENSMUSG00000066315	101.985	122.715	133.64	148.345
Rtp3	ENSMUSG00000066319	2.675	1.94	3.17	1.755
Impad1	ENSMUSG00000066324	14.815	13.81	14.605	13.74
Wdr6	ENSMUSG00000066357	7.76	9.22	11.282	13.703
Rps13-ps1	ENSMUSG00000066362	6.82	8.6	12.218	12.424
Serpina3f	ENSMUSG00000066363	7.59	0.87	0.4	0.493
Nrxn3	ENSMUSG00000066392	0.49	0.91	0.596	0.443
Akap13	ENSMUSG00000066406	27.57	33.645	34.099	30.693
Gm10263	ENSMUSG00000066407	2.275	3.715	4.749	3.51
Msl2	ENSMUSG00000066415	14.67	12.315	10.393	10.703
Zfyve26	ENSMUSG00000066440	0.725	0.835	0.496	0.813
Rdh11	ENSMUSG00000066441	7.575	12.05	10.509	11.675
Mthfs	ENSMUSG00000066442	20.795	20.665	22.811	23.486
Gm10163	ENSMUSG00000066443	30.12	25.405	41.588	52.687
Hmgn3	ENSMUSG00000066456	71.655	93.76	117.662	89.547
Gm5786	ENSMUSG00000066487	0.6	0.665	1.525	2.161
Gm6265	ENSMUSG00000066491	4.81	0.0	5.544	4.306
Rpl17-ps9	ENSMUSG00000066543	0.165	2.315	2.108	2.448
Hmgb1	ENSMUSG00000066551	656.9	574.655	785.99	998.317
Gm6969	ENSMUSG00000066553	0.545	1.085	0.266	1.002
Lsm14a	ENSMUSG00000066568	37.475	42.695	46.75	57.359
4931406P16Rik	ENSMUSG00000066571	60.885	67.87	47.766	44.802
Mfsd7b	ENSMUSG00000066595	17.705	13.645	10.543	11.548
Zfp932	ENSMUSG00000066613	35.785	36.065	47.782	42.477
Tecpr1	ENSMUSG00000066621	5.6	6.955	6.144	6.82
Rpl36-ps3	ENSMUSG00000066629	0.905	1.305	1.022	1.512
Pgk1-rs7	ENSMUSG00000066632	9.33	16.355	217.113	304.858
Ttc32	ENSMUSG00000066637	26.865	16.465	17.935	14.109
Fbxl18	ENSMUSG00000066640	0.91	1.21	1.302	1.715
Wdr35	ENSMUSG00000066643	10.4	10.54	14.446	14.006
Gm5113	ENSMUSG00000066647	0.805	0.8	0.556	0.856
Ifi208	ENSMUSG00000066677	1.83	0.915	1.605	1.778
Pilrb2	ENSMUSG00000066682	0.8	0.355	1.702	2.371
Pilrb1	ENSMUSG00000066684	0.37	0.305	1.635	2.224
Zbtb16	ENSMUSG00000066687	2.62	2.58	1.385	0.866
Fxyd6	ENSMUSG00000066705	168.78	119.445	95.504	65.331
Cldn9	ENSMUSG00000066720	1.585	1.025	1.555	0.723
Gm10175	ENSMUSG00000066724	77.265	138.31	182.058	215.338
Vkorc1l1	ENSMUSG00000066735	6.765	5.335	5.461	9.031
Gm5614	ENSMUSG00000066771	0.0	0.0	0.4	0.0
Zbtb6	ENSMUSG00000066798	2.305	2.205	2.344	2.717
Rnasel	ENSMUSG00000066800	0.95	1.575	4.143	3.57
Vmn1r84	ENSMUSG00000066803	0.0	0.785	0.29	0.0
Zfp810	ENSMUSG00000066829	3.905	4.04	6.876	6.427
Zfp772	ENSMUSG00000066838	5.59	3.665	3.154	3.666
Ecsit	ENSMUSG00000066839	10.385	14.82	19.634	24.109
Oas1g	ENSMUSG00000066861	0.025	0.32	1.442	3.124
Nck2	ENSMUSG00000066877	16.985	13.605	17.792	14.316
Gm10184	ENSMUSG00000066878	8.555	10.745	26.43	34.376
Zfp617	ENSMUSG00000066880	14.385	20.64	21.375	19.933
Fbxl12	ENSMUSG00000066892	2.72	2.455	3.237	3.536
Vsig10	ENSMUSG00000066894	8.475	10.1	5.481	4.965
Suds3	ENSMUSG00000066900	12.0	16.22	17.855	19.441
Rps23-ps2	ENSMUSG00000066902	0.82	1.785	2.098	2.271
Olfr860	ENSMUSG00000066905	0.06	0.0	0.153	0.11
Myo1h	ENSMUSG00000066952	0.405	0.575	0.39	0.959
Cryba4	ENSMUSG00000066975	0.0	0.0	0.28	0.842
Bub3	ENSMUSG00000066979	45.28	55.42	69.963	82.717
Serpinb5	ENSMUSG00000067006	0.0	7.665	3.32	0.553
Gm3608	ENSMUSG00000067017	1.9	2.045	2.95	3.1
Rps12-ps3	ENSMUSG00000067038	12.475	21.895	30.852	27.033
Rps15a-ps5	ENSMUSG00000067058	1.865	1.88	4.456	4.865
Hes6	ENSMUSG00000067071	5.065	10.335	54.559	77.236
Gm10197	ENSMUSG00000067085	4.69	0.0	1.249	1.249
Gm5529	ENSMUSG00000067106	0.76	0.975	0.976	1.698
Gm7027	ENSMUSG00000067121	0.345	0.335	0.619	1.112
Polr1c	ENSMUSG00000067148	15.045	25.27	29.87	35.151
Xpo5	ENSMUSG00000067150	7.18	7.655	10.473	14.862
Gm5560	ENSMUSG00000067161	1.825	1.57	3.523	4.519
Gm7335	ENSMUSG00000067189	3.16	3.405	0.926	1.322
Eif1ax	ENSMUSG00000067194	48.32	49.37	55.804	52.867
H2-M9	ENSMUSG00000067201	3.785	1.32	2.551	0.639
H2-K2	ENSMUSG00000067203	2.0	0.96	1.445	1.309
H2-T23	ENSMUSG00000067212	36.575	58.81	71.761	83.077
Nipal1	ENSMUSG00000067219	6.37	6.595	1.449	2.498
Gm3695	ENSMUSG00000067224	0.095	0.275	0.486	0.769
H2-Q10	ENSMUSG00000067235	0.11	0.235	1.578	2.847
Lgi1	ENSMUSG00000067242	2.64	2.92	0.939	0.656
Foxd3	ENSMUSG00000067261	2.355	3.81	0.613	0.716
Rplp0	ENSMUSG00000067274	406.13	652.7	635.903	785.217
Capn6	ENSMUSG00000067276	19.195	14.105	102.914	115.148
Ppp1r3c	ENSMUSG00000067279	2.98	5.48	2.311	2.128
Rps28	ENSMUSG00000067288	510.615	424.775	599.563	681.541
Bmpr2	ENSMUSG00000067336	3.455	2.58	1.752	1.925
Rps25-ps1	ENSMUSG00000067344	14.955	12.195	14.968	17.319
Tmem128	ENSMUSG00000067365	46.175	44.175	52.847	47.203
Lyar	ENSMUSG00000067367	36.955	25.7	40.173	44.825
Trmt2b	ENSMUSG00000067369	11.965	10.98	13.317	12.181
B3galt4	ENSMUSG00000067370	0.03	0.93	1.072	1.082
Tspan6	ENSMUSG00000067377	104.4	70.91	164.326	129.677
Zfp563	ENSMUSG00000067424	1.155	4.32	5.145	2.707
Zfp763	ENSMUSG00000067430	1.38	1.615	3.004	3.227
Hist1h4j	ENSMUSG00000067455	0.0	0.535	0.216	0.699
Gm7666	ENSMUSG00000067547	6.45	13.52	27.07	39.028
Hdac8	ENSMUSG00000067567	7.425	7.105	4.322	4.229
Rpl35a-ps3	ENSMUSG00000067575	3.75	6.795	12.404	13.323
S1pr3	ENSMUSG00000067586	60.055	52.355	38.948	40.19
Klra3	ENSMUSG00000067591	0.0	0.0	0.533	0.676
Pcna-ps2	ENSMUSG00000067608	2.745	2.945	4.252	5.095
Ankrd23	ENSMUSG00000067653	10.1	108.505	6.707	23.333
Prkag1	ENSMUSG00000067713	24.385	30.38	40.516	43.48
Gm10221	ENSMUSG00000067719	35.91	22.15	41.002	48.049
BC003965	ENSMUSG00000067722	6.77	7.3	11.971	14.545
Gm10222	ENSMUSG00000067736	1264.67	1156.21	627.402	504.955
Xlr5c	ENSMUSG00000067764	0.65	0.045	0.013	0.033
Xlr4b	ENSMUSG00000067768	1.695	1.22	1.525	2.248
Pi15	ENSMUSG00000067780	1.15	1.44	0.929	0.546
Nnat	ENSMUSG00000067786	1.665	1.64	0.683	0.41
Blcap	ENSMUSG00000067787	7.995	12.585	11.995	12.381
Myl9	ENSMUSG00000067818	616.12	621.585	522.051	450.04
Pex26	ENSMUSG00000067825	0.78	0.89	0.706	0.533
Romo1	ENSMUSG00000067847	135.785	181.48	220.13	204.542
Arfgef1	ENSMUSG00000067851	28.515	25.68	23.503	18.258
Tcea1-ps1	ENSMUSG00000067869	14.295	9.305	11.169	8.009
Rpl31-ps8	ENSMUSG00000067870	165.595	219.56	312.081	361.365
Htatsf1	ENSMUSG00000067873	87.995	71.69	64.512	59.307
Mtap7d3	ENSMUSG00000067878	2.325	2.665	2.338	1.765
3110035E14Rik	ENSMUSG00000067879	0.9	0.16	0.43	0.04
Zfp991	ENSMUSG00000067916	2.28	3.505	6.3	4.143
Cxx1b	ENSMUSG00000067924	12.65	13.785	13.81	13.949
Cxx1a	ENSMUSG00000067925	14.33	16.495	17.682	16.084
Zfp760	ENSMUSG00000067928	3.295	1.93	2.887	1.588
Gm10226	ENSMUSG00000067929	4.44	7.33	8.105	4.482
Zfp948	ENSMUSG00000067931	74.34	65.985	55.901	58.658
Zfp160	ENSMUSG00000067942	6.13	4.485	4.665	3.25
Gtf2f2	ENSMUSG00000067995	10.065	15.3	18.448	24.009
Gm14648	ENSMUSG00000068014	2.5	1.565	3.11	2.581
Lrch1	ENSMUSG00000068015	8.13	9.105	8.688	9.134
Afdn	ENSMUSG00000068036	45.715	33.665	43.06	29.431
Tcp1	ENSMUSG00000068039	181.265	192.865	290.299	397.299
Tm9sf4	ENSMUSG00000068040	19.255	24.75	30.41	31.662
Tcf15	ENSMUSG00000068079	28.435	26.27	35.531	16.986
Cenpm	ENSMUSG00000068101	1.29	5.09	7.073	9.657
Ccdc134	ENSMUSG00000068114	7.21	8.815	17.985	18.352
Ninl	ENSMUSG00000068115	2.43	2.765	2.038	2.201
Agtr2	ENSMUSG00000068122	5.05	1.125	6.344	6.134
Cst7	ENSMUSG00000068129	0.835	0.58	0.216	0.603
Zfp442	ENSMUSG00000068130	3.89	3.29	2.517	1.016
Zfp120	ENSMUSG00000068134	9.45	7.615	6.474	7.15
Gm10232	ENSMUSG00000068141	4.04	4.025	4.842	6.014
Ndufaf2	ENSMUSG00000068184	21.84	15.425	24.752	29.59
Col8a1	ENSMUSG00000068196	10.295	34.34	73.213	62.234
Gm5931	ENSMUSG00000068200	25.26	8.26	14.379	20.35
Macrod2	ENSMUSG00000068205	15.69	15.665	11.052	7.463
Pick1	ENSMUSG00000068206	5.425	6.59	5.198	5.661
Lgals1	ENSMUSG00000068220	485.165	890.76	2040.121	2612.964
Gm11808	ENSMUSG00000068240	154.36	319.945	366.53	411.069
Phf11d	ENSMUSG00000068245	18.5	31.09	44.875	41.066
Apol9b	ENSMUSG00000068246	1.055	0.995	2.184	5.331
Amn1	ENSMUSG00000068250	51.745	48.925	55.388	46.307
Gm5879	ENSMUSG00000068262	0.175	0.36	0.406	0.759
Efcc1	ENSMUSG00000068263	1.07	2.7	0.683	1.059
Ap5s1	ENSMUSG00000068264	4.78	8.46	12.977	13.064
Cenpb	ENSMUSG00000068267	4.995	6.125	5.052	6.643
Shroom4	ENSMUSG00000068270	3.66	4.425	2.507	2.561
Usf3	ENSMUSG00000068284	3.145	1.325	1.545	1.582
Ddrgk1	ENSMUSG00000068290	44.71	53.16	46.287	47.576
Aup1	ENSMUSG00000068328	46.72	67.705	65.121	84.515
Htra2	ENSMUSG00000068329	13.395	17.985	43.999	58.135
Dok1	ENSMUSG00000068335	3.545	7.21	5.941	7.096
D430041D05Rik	ENSMUSG00000068373	0.805	0.71	0.813	1.412
Chrac1	ENSMUSG00000068391	28.725	53.41	53.373	54.755
Cep152	ENSMUSG00000068394	1.005	1.015	0.959	0.949
Rpl34-ps1	ENSMUSG00000068396	5.125	8.355	14.069	14.306
Pnp2	ENSMUSG00000068417	1.15	1.22	0.659	0.476
Uty	ENSMUSG00000068457	0.0	0.0	18.871	16.22
Gm5518	ENSMUSG00000068466	0.215	0.42	0.539	1.319
Mfap1a	ENSMUSG00000068479	12.46	12.785	10.466	11.129
Aard	ENSMUSG00000068522	1.15	1.85	1.182	0.676
Gng5	ENSMUSG00000068523	981.505	1027.245	1337.445	975.064
Zfp467	ENSMUSG00000068551	7.695	8.95	6.92	4.755
Myadm	ENSMUSG00000068566	186.715	157.22	268.571	243.326
Zfyve19	ENSMUSG00000068580	8.88	10.85	14.819	14.396
Actc1	ENSMUSG00000068614	4.105	9.72	213.103	318.358
Gm6155	ENSMUSG00000068629	0.3	0.86	0.673	0.466
